id,customer_name,sentiment,csat_score,call_timestamp,day,reason,city,state,channel,response_time,call duration in minutes,call_center
QXS-61238249-O-418483-YE,Britta Culp,Very Negative,2,10/20/2020,20,Service Outage,Washington,District of Columbia,Web,Within SLA,43,Los Angeles/CA
EAI-77347867-H-603006-14,Theresa Bouskill,Very Negative,3,10/29/2020,29,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,41,Baltimore/MD
QSA-93761776-C-549813-UE,Sara-ann Yelland,Negative,4,10/17/2020,17,Billing Question,Petaluma,California,Chatbot,Above SLA,26,Los Angeles/CA
HCW-65308474-C-826112-jN,Merell Jacobi,Negative,,10/27/2020,27,Payments,Baltimore,Maryland,Call-Center,Within SLA,45,Chicago/IL
RNE-47463287-B-189574-K6,Tremain Shute,Negative,,10/19/2020,19,Billing Question,Pocatello,Idaho,Web,Below SLA,23,Los Angeles/CA
CLF-06175224-V-116487-v1,Wyndham Bernhardi,Neutral,5,10/29/2020,29,Billing Question,Naples,Florida,Email,Within SLA,28,Los Angeles/CA
TBJ-42019498-V-052270-E5,Florian Whoolehan,Very Positive,,10/10/2020,10,Billing Question,Honolulu,Hawaii,Call-Center,Within SLA,18,Los Angeles/CA
WGM-38045581-w-506550-sT,Granthem MacManus,Very Positive,,10/9/2020,9,Billing Question,Houston,Texas,Call-Center,Within SLA,23,Baltimore/MD
PPP-42574722-t-928526-bh,Cesar Dransfield,Neutral,,10/3/2020,3,Billing Question,Berkeley,California,Email,Within SLA,20,Chicago/IL
SMD-22397575-m-080101-Vu,Osborne Butte,Very Negative,,10/28/2020,28,Service Outage,Tucson,Arizona,Email,Within SLA,33,Los Angeles/CA
HBN-13246804-G-205790-wL,Dewie Simao,Neutral,8,10/2/2020,2,Payments,Monroe,Louisiana,Call-Center,Within SLA,24,Denver/CO
HAR-74086130-R-617521-IB,Nicoline Iskowitz,Very Positive,10,10/17/2020,17,Billing Question,Bronx,New York,Email,Within SLA,45,Chicago/IL
OGC-35029885-l-798531-A6,Myrna Whittlesea,Very Negative,3,10/28/2020,28,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,32,Chicago/IL
UGV-70587336-C-896850-Zd,Eziechiele McIlwreath,Neutral,,10/2/2020,2,Billing Question,Houston,Texas,Call-Center,Within SLA,39,Los Angeles/CA
GCM-94010828-C-614400-JD,Michal Chatelet,Neutral,,10/15/2020,15,Billing Question,Newark,Delaware,Email,Below SLA,43,Chicago/IL
GZL-05269436-G-544504-nV,Kaylee Drinnan,Neutral,,10/7/2020,7,Payments,Shawnee Mission,Kansas,Call-Center,Within SLA,22,Los Angeles/CA
YFN-02835326-n-453567-Gt,Kayle Wenderott,Neutral,5,10/20/2020,20,Service Outage,Raleigh,North Carolina,Web,Within SLA,12,Baltimore/MD
BAY-12335711-U-603738-cu,Gareth Tackett,Negative,,10/13/2020,13,Service Outage,Saint Petersburg,Florida,Email,Below SLA,42,Los Angeles/CA
GDL-20909082-e-082827-qF,Ophelie Puvia,Very Positive,10,10/9/2020,9,Service Outage,Bethlehem,Pennsylvania,Chatbot,Above SLA,23,Baltimore/MD
FKC-93874917-Y-435703-Id,Jerrilyn Blackesland,Very Negative,,10/12/2020,12,Billing Question,San Diego,California,Web,Within SLA,29,Baltimore/MD
DCZ-62966593-H-467940-j4,Erica Pic,Neutral,,10/7/2020,7,Billing Question,Knoxville,Tennessee,Email,Within SLA,5,Baltimore/MD
ITK-53069952-Y-344845-vW,Raphael Haythorn,Very Negative,,10/10/2020,10,Service Outage,Salt Lake City,Utah,Chatbot,Below SLA,14,Los Angeles/CA
FVQ-89166576-W-712762-Vz,Demetris Outright,Negative,3,10/27/2020,27,Billing Question,Birmingham,Alabama,Web,Below SLA,22,Chicago/IL
FPL-37044798-d-986377-DX,Cassaundra Nowakowska,Positive,,10/30/2020,30,Billing Question,Vero Beach,Florida,Web,Within SLA,5,Baltimore/MD
WPP-39162617-1-353556-3r,Cherin Emmison,Neutral,7,10/3/2020,3,Payments,Kansas City,Missouri,Call-Center,Within SLA,28,Denver/CO
FSP-24700989-8-448509-KD,Gregg Weight,Neutral,,10/30/2020,30,Billing Question,Los Angeles,California,Call-Center,Below SLA,21,Chicago/IL
FOM-91859643-U-181784-FY,Howie Georgeon,Negative,,10/14/2020,14,Billing Question,Toledo,Ohio,Email,Below SLA,5,Los Angeles/CA
NCV-68349261-2-571086-yV,Brandise Goaley,Positive,7,10/16/2020,16,Billing Question,Carson City,Nevada,Web,Within SLA,9,Chicago/IL
QTX-85454565-C-783220-Wa,Benedetta Iorizzo,Neutral,,10/3/2020,3,Billing Question,Chicago,Illinois,Email,Within SLA,29,Los Angeles/CA
QCT-09099234-M-488667-js,Olly Sill,Very Positive,,10/15/2020,15,Service Outage,Roanoke,Virginia,Chatbot,Below SLA,24,Los Angeles/CA
JIW-58855303-G-645461-dA,Hervey Corbally,Neutral,6,10/19/2020,19,Service Outage,Saint Petersburg,Florida,Chatbot,Within SLA,13,Denver/CO
SMG-58677724-Q-324694-ir,Byrom Bramsen,Negative,5,10/30/2020,30,Billing Question,Young America,Minnesota,Call-Center,Within SLA,35,Los Angeles/CA
IYC-35396421-Z-910119-9H,Vanya Gothrup,Very Negative,2,10/24/2020,24,Billing Question,Montgomery,Alabama,Call-Center,Below SLA,29,Chicago/IL
ZMQ-65142746-w-249469-dK,Christy Cicchelli,Negative,,10/1/2020,1,Service Outage,Akron,Ohio,Web,Within SLA,14,Los Angeles/CA
DLM-32462452-7-601234-Yu,Forester Lowman,Neutral,5,10/22/2020,22,Billing Question,Roanoke,Virginia,Web,Below SLA,25,Chicago/IL
OJJ-65806219-D-207639-5q,Adah Edelston,Negative,,10/20/2020,20,Billing Question,El Paso,Texas,Chatbot,Below SLA,8,Denver/CO
BCA-72376920-m-613817-NU,Kissiah Vankov,Very Negative,,10/24/2020,24,Service Outage,Young America,Minnesota,Chatbot,Below SLA,40,Baltimore/MD
OBJ-52084470-h-840828-GC,Adriana Tellenbrok,Negative,,10/13/2020,13,Payments,Durham,North Carolina,Call-Center,Below SLA,9,Los Angeles/CA
OBT-65854283-f-113519-Hu,Umeko Fletcher,Negative,,10/2/2020,2,Billing Question,Galveston,Texas,Email,Within SLA,25,Baltimore/MD
GGZ-03514198-p-159387-He,Maxim Skelcher,Very Negative,,10/14/2020,14,Billing Question,Springfield,Massachusetts,Email,Within SLA,14,Los Angeles/CA
CWT-17133731-8-870387-Nw,Carina Stanbridge,Very Positive,9,10/17/2020,17,Billing Question,Shreveport,Louisiana,Call-Center,Within SLA,8,Los Angeles/CA
QEN-10670811-X-280315-HJ,Salvidor Taylot,Neutral,,10/24/2020,24,Billing Question,Flint,Michigan,Email,Within SLA,21,Los Angeles/CA
BPC-73245840-C-892966-wQ,Jessika Reignolds,Positive,7,10/9/2020,9,Billing Question,Houston,Texas,Email,Above SLA,8,Baltimore/MD
SVZ-98691794-y-943885-ZY,Tricia Ettritch,Negative,4,10/13/2020,13,Billing Question,Oakland,California,Email,Within SLA,30,Los Angeles/CA
DNJ-96243024-L-850038-eF,Kacie Roberti,Neutral,8,10/10/2020,10,Service Outage,Sacramento,California,Chatbot,Within SLA,30,Los Angeles/CA
PYV-94983146-N-593791-As,Waiter Elijahu,Positive,,10/22/2020,22,Billing Question,New York City,New York,Web,Below SLA,9,Chicago/IL
NCY-30662272-M-123034-bw,Jill Merricks,Negative,,10/5/2020,5,Service Outage,Roanoke,Virginia,Chatbot,Within SLA,8,Baltimore/MD
AHD-84388580-Y-991165-W0,Jessalyn Jacobowitz,Negative,3,10/21/2020,21,Billing Question,Olympia,Washington,Chatbot,Below SLA,38,Los Angeles/CA
JQH-70463298-K-637331-am,Darryl Norheny,Negative,,10/22/2020,22,Billing Question,Fort Worth,Texas,Web,Below SLA,5,Chicago/IL
MAO-05336726-R-489051-z7,Rubin Jeacop,Negative,,10/15/2020,15,Billing Question,Burbank,California,Call-Center,Within SLA,39,Baltimore/MD
JTH-97379859-t-093360-CQ,Kaylee Bulcock,Very Positive,,10/30/2020,30,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,31,Los Angeles/CA
VVW-41400557-h-426994-eq,Janene Scales,Neutral,,10/15/2020,15,Billing Question,Peoria,Illinois,Email,Above SLA,43,Baltimore/MD
GAD-84858694-O-949862-dw,Bendix Goodbur,Neutral,5,10/10/2020,10,Billing Question,Seattle,Washington,Web,Below SLA,7,Denver/CO
NIR-46658469-e-485251-VL,Judas Lowrey,Positive,,10/28/2020,28,Service Outage,Tampa,Florida,Email,Within SLA,41,Los Angeles/CA
SOR-92137361-X-701778-jW,Tamqrah Dedham,Very Positive,,10/28/2020,28,Billing Question,Tyler,Texas,Email,Within SLA,28,Los Angeles/CA
KVZ-23563588-7-510731-sQ,Gilbertina Calender,Very Negative,,10/26/2020,26,Billing Question,Washington,District of Columbia,Web,Within SLA,7,Baltimore/MD
JMB-50052975-L-213609-Ph,Solly Rochewell,Very Positive,,10/14/2020,14,Billing Question,Kansas City,Kansas,Web,Below SLA,29,Denver/CO
EUT-72784193-p-193055-mi,Lock Challender,Neutral,5,10/17/2020,17,Billing Question,Mountain View,California,Call-Center,Within SLA,34,Chicago/IL
VTZ-33237995-k-338316-73,Phylys McCuffie,Neutral,7,10/13/2020,13,Billing Question,Atlanta,Georgia,Email,Below SLA,26,Los Angeles/CA
DKI-02600069-H-725654-Ak,Gloria O'Heneghan,Very Positive,10,10/18/2020,18,Payments,Savannah,Georgia,Call-Center,Within SLA,39,Baltimore/MD
LAB-96732200-Q-052635-Hb,Guthry MacGille,Positive,,10/18/2020,18,Service Outage,Baton Rouge,Louisiana,Chatbot,Within SLA,32,Denver/CO
HKE-27220739-x-204541-xt,Kendal Skoof,Negative,6,10/30/2020,30,Payments,Shawnee Mission,Kansas,Call-Center,Within SLA,23,Los Angeles/CA
SOT-30202423-u-565564-ID,Brandtr Cartwight,Positive,9,10/28/2020,8,Service Outage,Rochester,New York,Email,Below SLA,31,Denver/CO
FJO-35590169-y-703420-vT,Gregory Forestel,Very Positive,,10/24/2020,24,Billing Question,North Port,Florida,Chatbot,Within SLA,43,Los Angeles/CA
VUV-08626605-8-174439-RX,Bebe Tellenbrok,Negative,,10/17/2020,17,Service Outage,Dallas,Texas,Email,Within SLA,26,Baltimore/MD
VOA-72284008-D-737016-I4,Carmelita Josey,Neutral,8,10/27/2020,27,Billing Question,Spokane,Washington,Chatbot,Within SLA,26,Chicago/IL
PCF-41380817-S-599283-Rm,Willamina Chopping,Negative,5,10/10/2020,10,Billing Question,Tallahassee,Florida,Email,Within SLA,33,Baltimore/MD
XYR-76811783-G-317438-tW,Minny Giacubbo,Neutral,8,10/26/2020,26,Billing Question,Saint Louis,Missouri,Email,Within SLA,14,Chicago/IL
KME-55969789-0-902714-t2,Vanna Parrington,Negative,6,10/4/2020,4,Billing Question,Gainesville,Georgia,Email,Within SLA,27,Los Angeles/CA
BVL-85974541-B-746029-2E,Siffre Gleave,Negative,4,10/1/2020,1,Billing Question,New Orleans,Louisiana,Call-Center,Within SLA,45,Los Angeles/CA
EBQ-88374180-B-857327-pR,Greer Newstead,Negative,,10/12/2020,12,Billing Question,Arlington,Texas,Web,Above SLA,14,Los Angeles/CA
OIV-28016975-a-543251-0g,Reina Ellison,Neutral,,10/19/2020,19,Payments,Rochester,New York,Call-Center,Within SLA,29,Baltimore/MD
VKV-11485101-E-308980-ne,Ricardo Zanioletti,Negative,3,10/10/2020,10,Billing Question,San Diego,California,Email,Within SLA,22,Baltimore/MD
EXS-92811657-T-050444-q8,Colline Doge,Positive,,10/27/2020,27,Billing Question,Sacramento,California,Chatbot,Below SLA,30,Baltimore/MD
AJM-09968809-T-735284-wN,Rickert Thaw,Neutral,,10/15/2020,15,Billing Question,Charleston,South Carolina,Email,Within SLA,5,Los Angeles/CA
YYT-61685358-Z-265386-Qs,Andeee Petteford,Negative,5,10/24/2020,24,Payments,Wilmington,Delaware,Call-Center,Within SLA,33,Los Angeles/CA
LWB-23037803-i-371415-76,Cathi Borel,Negative,,10/20/2020,20,Billing Question,Atlanta,Georgia,Email,Below SLA,40,Baltimore/MD
BVB-43247676-Q-048934-MO,Lenora Nears,Positive,8,10/11/2020,11,Service Outage,Santa Rosa,California,Chatbot,Within SLA,11,Los Angeles/CA
JSM-81680200-V-870672-8s,Clint Hoffmann,Negative,,10/3/2020,3,Billing Question,Vancouver,Washington,Email,Above SLA,9,Baltimore/MD
UQZ-06526272-8-588714-Ud,Sander Banasik,Negative,,10/13/2020,13,Billing Question,Kansas City,Missouri,Web,Within SLA,6,Chicago/IL
OFL-73686749-0-878496-3i,Rasia Merfin,Neutral,,10/5/2020,5,Billing Question,Anderson,Indiana,Chatbot,Within SLA,17,Los Angeles/CA
GSI-88289026-L-582616-kz,Johnathon Junkinson,Very Negative,3,10/7/2020,7,Billing Question,South Lake Tahoe,California,Email,Within SLA,5,Los Angeles/CA
QKS-58041512-S-735877-hZ,Leonardo Brisard,Negative,,10/15/2020,15,Payments,Prescott,Arizona,Call-Center,Within SLA,36,Los Angeles/CA
PIG-34405954-y-684069-Ag,Nickie Lepope,Negative,,10/24/2020,24,Billing Question,Austin,Texas,Web,Within SLA,15,Baltimore/MD
MMQ-89726733-r-680088-b8,Crosby Perrot,Negative,,10/5/2020,5,Billing Question,Farmington,Michigan,Email,Within SLA,38,Los Angeles/CA
HSA-98040288-I-523820-Kv,Elaina Casajuana,Negative,,10/7/2020,7,Billing Question,Fargo,North Dakota,Call-Center,Above SLA,10,Los Angeles/CA
CKM-81546446-u-093819-O8,Alyce Pickaver,Very Negative,,10/22/2020,22,Billing Question,Springfield,Missouri,Call-Center,Below SLA,12,Baltimore/MD
GWK-43401625-T-145780-rw,Darcy Faraker,Positive,,10/9/2020,9,Billing Question,New Haven,Connecticut,Chatbot,Above SLA,19,Baltimore/MD
GLC-14146095-9-215845-DI,Minnaminnie Grainger,Very Negative,,10/18/2020,18,Service Outage,Washington,District of Columbia,Chatbot,Above SLA,17,Baltimore/MD
OVL-55607441-T-648700-nM,Mella Jardin,Negative,3,10/3/2020,3,Billing Question,Dallas,Texas,Email,Within SLA,44,Chicago/IL
EZU-10350166-N-150454-71,Sigismundo Mordan,Neutral,,10/3/2020,3,Payments,Louisville,Kentucky,Call-Center,Within SLA,18,Denver/CO
IVI-57557406-d-508407-R6,Augustin Glenn,Negative,,10/19/2020,19,Billing Question,Cleveland,Ohio,Web,Within SLA,29,Baltimore/MD
SNK-71096358-U-812050-RJ,Brenn Mayworth,Neutral,,10/16/2020,16,Payments,Arlington,Virginia,Call-Center,Within SLA,24,Chicago/IL
GZQ-17113108-g-307618-Mr,Petunia Stanistrete,Neutral,,10/5/2020,5,Payments,Clearwater,Florida,Call-Center,Within SLA,11,Los Angeles/CA
WDR-20161989-6-536484-m1,Meade Cuthbertson,Positive,,10/3/2020,3,Payments,Albany,New York,Call-Center,Above SLA,12,Chicago/IL
FDQ-23684556-1-348595-7m,Karney Bulfield,Very Negative,4,10/8/2020,8,Billing Question,Lansing,Michigan,Call-Center,Within SLA,31,Los Angeles/CA
STS-80328704-X-992978-jd,Rhona Hambly,Neutral,,10/8/2020,8,Billing Question,Houston,Texas,Email,Within SLA,43,Los Angeles/CA
OFZ-97313457-8-308621-t6,Nicoline Ferentz,Negative,4,10/9/2020,9,Billing Question,South Bend,Indiana,Chatbot,Within SLA,12,Los Angeles/CA
FXG-68302140-9-310979-M4,Rebecca Flewitt,Positive,9,10/15/2020,15,Service Outage,Lincoln,Nebraska,Email,Within SLA,26,Denver/CO
ACL-15445887-I-029274-bR,Vinny Cahen,Negative,6,10/21/2020,21,Billing Question,Lake Worth,Florida,Email,Below SLA,31,Chicago/IL
WIL-39882483-7-134183-KO,Den Durdle,Positive,7,10/5/2020,5,Billing Question,Cleveland,Ohio,Chatbot,Below SLA,36,Baltimore/MD
BJL-59169825-p-103403-tV,Alys Chataignier,Negative,,10/25/2020,25,Billing Question,Chicago,Illinois,Call-Center,Within SLA,16,Los Angeles/CA
PCS-45148275-g-763430-Ob,Erich Willshaw,Negative,,10/24/2020,24,Billing Question,Lexington,Kentucky,Chatbot,Within SLA,10,Los Angeles/CA
DAH-07271534-l-996691-IN,Delbert McNickle,Positive,,10/4/2020,4,Billing Question,Lexington,Kentucky,Call-Center,Within SLA,39,Los Angeles/CA
HAZ-75430553-U-605384-rT,Bunny Lapish,Negative,3,10/18/2020,18,Billing Question,Decatur,Georgia,Chatbot,Within SLA,18,Los Angeles/CA
LLE-83456245-S-420913-FS,Colver Canty,Very Negative,,10/18/2020,18,Billing Question,Memphis,Tennessee,Email,Below SLA,18,Los Angeles/CA
PAA-31324857-n-852978-zi,Bili Etty,Very Positive,,10/17/2020,17,Service Outage,Dallas,Texas,Chatbot,Within SLA,11,Los Angeles/CA
KSG-39803232-f-503927-Lw,Ladonna Goeff,Positive,7,10/15/2020,15,Billing Question,Gilbert,Arizona,Call-Center,Below SLA,43,Los Angeles/CA
KTE-13550222-k-876549-sw,Shelia Paik,Negative,6,10/17/2020,17,Billing Question,Reading,Pennsylvania,Call-Center,Within SLA,31,Los Angeles/CA
RML-95480721-N-389998-dw,Winifred Robertshaw,Neutral,,10/4/2020,4,Service Outage,Houston,Texas,Email,Within SLA,18,Chicago/IL
DXO-93667688-v-051917-me,Cassie Dewicke,Neutral,,10/15/2020,15,Payments,Memphis,Tennessee,Call-Center,Below SLA,25,Denver/CO
BUM-99906288-w-470616-dO,Marcos Basey,Very Positive,9,10/20/2020,20,Billing Question,Allentown,Pennsylvania,Email,Within SLA,20,Los Angeles/CA
NXX-62483461-x-356250-KV,Dorine Dericot,Very Positive,10,10/26/2020,26,Service Outage,Cincinnati,Ohio,Email,Within SLA,40,Los Angeles/CA
XYB-86034540-S-645627-AD,Carolin Marns,Neutral,,10/4/2020,4,Billing Question,Santa Cruz,California,Web,Below SLA,15,Los Angeles/CA
RPO-63970762-9-536353-CG,Mikey Meus,Positive,8,10/4/2020,4,Billing Question,Grand Forks,North Dakota,Chatbot,Within SLA,41,Baltimore/MD
XIP-76109206-m-114298-fs,Mandi Witul,Very Negative,,10/7/2020,7,Billing Question,Knoxville,Tennessee,Call-Center,Within SLA,24,Los Angeles/CA
TXQ-38340737-e-194407-yY,Brandais Schuck,Very Positive,,10/29/2020,29,Billing Question,Aiken,South Carolina,Email,Within SLA,32,Los Angeles/CA
ESL-44371279-V-886734-gh,Emmalynne Corrie,Neutral,,10/11/2020,11,Billing Question,Phoenix,Arizona,Email,Within SLA,44,Baltimore/MD
TXS-68556406-O-644056-Wq,Rozina Lukash,Neutral,,10/14/2020,14,Billing Question,Dayton,Ohio,Web,Within SLA,15,Baltimore/MD
MDZ-61869850-D-677564-15,Emanuele Gridley,Very Negative,1,10/30/2020,30,Billing Question,Wichita,Kansas,Email,Within SLA,42,Denver/CO
TPO-14979118-r-375893-a4,Aidan Speirs,Very Positive,10,10/4/2020,4,Billing Question,Detroit,Michigan,Email,Below SLA,45,Los Angeles/CA
RVE-63661307-u-870554-xq,Stan D'eye,Negative,,10/6/2020,6,Billing Question,Washington,District of Columbia,Call-Center,Above SLA,42,Los Angeles/CA
UCQ-41419968-I-269645-pN,Tannie McHaffy,Negative,,10/28/2020,28,Billing Question,Corpus Christi,Texas,Chatbot,Within SLA,32,Baltimore/MD
YUC-19722709-O-456482-nH,Alia Ferrar,Negative,,10/26/2020,26,Billing Question,Wichita,Kansas,Web,Above SLA,14,Los Angeles/CA
GCS-17236675-b-923562-hG,Elana Botterell,Negative,,10/24/2020,24,Billing Question,Corona,California,Chatbot,Below SLA,29,Baltimore/MD
YZG-54003438-G-564502-2A,Bronnie Margerison,Very Negative,,10/27/2020,27,Billing Question,Los Angeles,California,Web,Within SLA,13,Los Angeles/CA
UUB-46878508-S-571883-uo,Kippar Rawstorne,Positive,,10/26/2020,26,Billing Question,Canton,Ohio,Web,Within SLA,14,Los Angeles/CA
RZM-20957957-0-767918-ik,Brent Stanney,Very Negative,4,10/10/2020,10,Billing Question,Arlington,Texas,Email,Within SLA,44,Chicago/IL
PVU-62031150-b-184716-iy,Katie Duggary,Neutral,,10/26/2020,26,Billing Question,Washington,District of Columbia,Web,Above SLA,38,Baltimore/MD
QGA-67210125-P-995339-qC,Willetta Vasiliu,Negative,,10/14/2020,14,Billing Question,San Mateo,California,Web,Below SLA,20,Denver/CO
GQF-45867128-f-863037-wK,Dieter Gleeson,Very Positive,9,10/4/2020,4,Payments,Memphis,Tennessee,Call-Center,Below SLA,5,Los Angeles/CA
UCU-54465457-L-929821-Qc,Chrisse Van der Linde,Very Negative,,10/4/2020,4,Payments,Reading,Pennsylvania,Call-Center,Within SLA,24,Los Angeles/CA
YSD-44622315-n-591934-g1,Elfrieda Benedyktowicz,Neutral,8,10/17/2020,17,Billing Question,Chattanooga,Tennessee,Call-Center,Within SLA,45,Los Angeles/CA
KLE-67060342-H-106703-SR,Zea Gluyus,Positive,8,10/13/2020,13,Billing Question,Chicago,Illinois,Call-Center,Within SLA,19,Los Angeles/CA
MGA-80835497-5-444082-aF,Brittani Sawday,Negative,4,10/1/2020,1,Billing Question,Fort Lauderdale,Florida,Call-Center,Within SLA,19,Baltimore/MD
NBX-54304490-j-016082-Xa,Nolan Backsal,Positive,7,10/26/2020,26,Service Outage,Cincinnati,Ohio,Chatbot,Below SLA,14,Denver/CO
NCH-71832832-5-129508-sV,Sherwood Saxton,Negative,3,10/18/2020,18,Service Outage,Scranton,Pennsylvania,Chatbot,Above SLA,42,Baltimore/MD
SSH-23264283-w-503475-UP,Quinton Antunes,Very Negative,,10/24/2020,24,Billing Question,Wichita,Kansas,Call-Center,Within SLA,28,Los Angeles/CA
CGO-00807086-P-191549-QN,Ira Willgress,Negative,6,10/5/2020,5,Service Outage,Birmingham,Alabama,Chatbot,Below SLA,32,Chicago/IL
PWO-23290196-q-614455-Me,Linda Dahmel,Very Positive,10,10/8/2020,8,Service Outage,Jacksonville,Florida,Chatbot,Within SLA,24,Chicago/IL
ZUG-81271603-G-788030-4t,Joete Nijssen,Negative,3,10/15/2020,15,Service Outage,Palm Bay,Florida,Web,Below SLA,36,Los Angeles/CA
CGX-94833278-n-150443-vS,Emlyn Carlo,Positive,,10/18/2020,8,Payments,Huntington,West Virginia,Call-Center,Within SLA,16,Denver/CO
AEN-49354435-l-028442-aJ,Leonie Simeons,Negative,,10/4/2020,4,Service Outage,Washington,District of Columbia,Chatbot,Below SLA,23,Baltimore/MD
RTB-78777732-E-806594-Hf,Sybille Coucha,Neutral,,10/12/2020,12,Billing Question,Bethesda,Maryland,Call-Center,Within SLA,9,Los Angeles/CA
KNO-08569725-w-955799-Tb,Adelind Pieper,Very Positive,9,10/14/2020,14,Service Outage,Albany,New York,Email,Above SLA,42,Baltimore/MD
POQ-11178362-U-598778-fO,Averell McNeachtain,Negative,,10/11/2020,11,Billing Question,Lafayette,Indiana,Chatbot,Within SLA,45,Denver/CO
WFZ-22471175-Y-324981-lW,Veronica Vagg,Negative,,10/28/2020,28,Billing Question,Ocala,Florida,Web,Below SLA,19,Los Angeles/CA
IPL-03357687-J-272927-e7,Halie Addenbrooke,Very Negative,,10/16/2020,16,Billing Question,Corpus Christi,Texas,Web,Below SLA,41,Baltimore/MD
SSW-65595684-Q-535313-Qu,Cherye Faulkes,Positive,8,10/5/2020,5,Billing Question,Apache Junction,Arizona,Email,Within SLA,18,Baltimore/MD
TAO-16090996-X-747375-Mw,Chandal Pail,Very Positive,,10/16/2020,16,Billing Question,Oklahoma City,Oklahoma,Email,Within SLA,23,Baltimore/MD
HME-58102759-t-894443-py,Shantee Watmore,Positive,7,10/16/2020,16,Billing Question,Inglewood,California,Chatbot,Within SLA,10,Baltimore/MD
NCA-12160251-D-892098-6O,Briano Serrurier,Negative,,10/17/2020,17,Service Outage,Arlington,Virginia,Email,Within SLA,43,Los Angeles/CA
RLD-64204679-j-025439-Lq,Gael Franz,Neutral,,10/18/2020,18,Billing Question,Richmond,Virginia,Web,Within SLA,37,Los Angeles/CA
PVC-16068579-O-308175-jd,Ike Cossans,Negative,,10/3/2020,3,Billing Question,Van Nuys,California,Chatbot,Below SLA,9,Los Angeles/CA
MCA-83153232-y-121426-BL,Garreth Caville,Very Positive,10,10/22/2020,22,Billing Question,Huntington,West Virginia,Email,Within SLA,21,Baltimore/MD
VMX-19942719-6-346219-Q6,Giffy Archdeckne,Neutral,,10/15/2020,15,Billing Question,Camden,New Jersey,Chatbot,Within SLA,31,Baltimore/MD
VQY-35625387-1-615524-xk,Derrick Hardisty,Very Negative,1,10/20/2020,20,Billing Question,Indianapolis,Indiana,Web,Below SLA,26,Los Angeles/CA
NEI-33406585-4-198544-s5,Marcille Hallbird,Negative,,10/3/2020,3,Billing Question,Fresno,California,Web,Below SLA,13,Baltimore/MD
TFO-21984897-7-964607-Wg,Lidia Anwell,Negative,5,10/24/2020,24,Billing Question,Kingsport,Tennessee,Call-Center,Within SLA,13,Los Angeles/CA
XCN-04909318-z-738235-oq,Neille Blankenship,Negative,,10/30/2020,30,Billing Question,Des Moines,Iowa,Email,Above SLA,41,Los Angeles/CA
RKE-88065003-0-663896-Kq,Abbie Coad,Negative,,10/30/2020,30,Billing Question,Roanoke,Virginia,Email,Within SLA,37,Los Angeles/CA
FCJ-97342813-9-985504-jj,Samuel Hessle,Neutral,7,10/7/2020,7,Billing Question,Harrisburg,Pennsylvania,Chatbot,Within SLA,34,Baltimore/MD
HJB-68371032-t-843009-1K,Monika Collinwood,Neutral,,10/20/2020,20,Payments,Naples,Florida,Call-Center,Below SLA,15,Baltimore/MD
WUP-82716945-t-630855-ug,Keenan Argontt,Negative,4,10/8/2020,8,Billing Question,Washington,District of Columbia,Email,Within SLA,16,Baltimore/MD
RIB-21905558-Z-415200-kB,Kermit Grover,Neutral,,10/5/2020,5,Billing Question,Burbank,California,Web,Within SLA,5,Baltimore/MD
JYF-23372670-X-351365-tx,Con Snazel,Neutral,,10/6/2020,6,Payments,Lubbock,Texas,Call-Center,Within SLA,26,Los Angeles/CA
VTE-25368231-y-475011-4T,Leanor Kerby,Negative,4,10/1/2020,1,Service Outage,Ridgely,Maryland,Chatbot,Within SLA,35,Baltimore/MD
EKX-17670962-l-081850-zk,Gwenora Golt,Negative,,10/21/2020,21,Service Outage,Los Angeles,California,Chatbot,Above SLA,39,Baltimore/MD
VGU-23109748-f-956502-BE,Chadd Guttridge,Neutral,,10/8/2020,8,Billing Question,Houston,Texas,Call-Center,Below SLA,26,Baltimore/MD
DBU-05843797-Z-669375-TN,Piggy Bedle,Very Positive,,10/29/2020,29,Billing Question,Littleton,Colorado,Web,Within SLA,21,Baltimore/MD
BBB-27272867-N-754026-b8,Maible Baudrey,Negative,,10/13/2020,13,Service Outage,Delray Beach,Florida,Email,Above SLA,18,Los Angeles/CA
TNY-22581601-F-027656-NN,Ermentrude Lantuffe,Very Positive,,10/17/2020,17,Billing Question,Van Nuys,California,Chatbot,Within SLA,29,Baltimore/MD
NTG-29172868-M-139690-36,Tobiah Behning,Very Negative,1,10/8/2020,8,Billing Question,Frederick,Maryland,Web,Within SLA,7,Baltimore/MD
YTW-57484577-w-034137-ET,Devonna Ickovic,Positive,,10/16/2020,16,Billing Question,Charleston,South Carolina,Web,Above SLA,15,Baltimore/MD
BTT-75013522-Z-966816-B6,Ruthe Dimeloe,Negative,5,10/13/2020,13,Service Outage,El Paso,Texas,Chatbot,Within SLA,11,Los Angeles/CA
JMT-05273473-4-442125-mp,Bailey Perrins,Negative,6,10/23/2020,23,Billing Question,Denton,Texas,Web,Within SLA,10,Baltimore/MD
EXT-07620614-u-276590-lp,Maryann Matthewman,Negative,5,10/9/2020,9,Billing Question,Burbank,California,Chatbot,Within SLA,22,Chicago/IL
